author,published_at,like_count,processed_text,sentiment_label,sentiment_score,detected_emotion
@pravingyawali8614,2022-10-16 08:38:20,1.0,maoist raided home father brotherinlaw fupaju araghakachi civil war demanded food meat fupaju threatened murder refuse consume fully grown goat buffalo fortunately exstudent fupaju maoist commander solely connection saved though lost fully grown goat worth thousand source income u,NEGATIVE,0.9681241512298584,anger
@simiyonrokka,2022-11-10 05:39:05,2.0,next level podcast,POSITIVE,0.8364406228065491,neutral
@bishalpunmagar4860,2022-11-09 02:13:20,0.0,prachand dynamic leader,POSITIVE,0.9980348944664001,neutral
@kaluparts6331,2022-10-26 04:21:50,0.0,mula haru marei ghar pani bandook bokara aaka theya got see weapon first time year old damn heavy,NEGATIVE,0.9980966448783875,surprise
@fintalknepal,2022-02-18 08:34:40,1.0,great leader prachanda,POSITIVE,0.9996917247772217,neutral
@unnatacharya,2022-05-09 11:47:52,11.0,vande matram brbharat hai aur bharat rhegabronce againbrvande matram,NEGATIVE,0.9614346027374268,neutral
@Suraj-Verma_,2022-10-08 15:58:51,1.0,india country world attacked helicopter russia usa indigenous make india make world like covid vaccine,POSITIVE,0.8089878559112549,anger
@Bhuwan_Rai,2022-04-14 08:30:58,2.0,best actor nepal,POSITIVE,0.9997487664222717,neutral
@KaushikOFFICAL,2022-08-01 10:48:59,8.0,respect taiwan,POSITIVE,0.9986385703086853,neutral
@bhaktarajbhatta5229,2022-11-01 09:51:37,0.0,nice song,POSITIVE,0.9998550415039062,joy
@sameerparik319,2022-07-18 17:48:12,0.0,seeing video background music literally awesome,POSITIVE,0.9998611211776733,joy
@sanjayatamang8571,2022-11-10 16:01:24,0.0,yesto chor lai bolayera show ko bejat vo ajadekshi unsubscribe channel,NEGATIVE,0.991356611251831,neutral
@dipsonpokhrel7881,2022-10-19 10:18:17,0.0,let pray bros safety,NEGATIVE,0.9868331551551819,neutral
@dghgme4700,2022-11-09 12:04:55,0.0,wrong make daughter daughter law mantri banaye ko birse ko chhina however try wash donkey never became cow,POSITIVE,0.9732388257980347,neutral
@bishnushrestha9589,2022-11-10 00:31:00,2.0,first timei saw full interview,POSITIVE,0.9842607378959656,surprise
@Ghampani2544,2022-11-16 01:37:20,0.0,great leader,POSITIVE,0.9998602867126465,joy
@rajsunam,2022-10-18 13:08:04,1.0,dont know party u related u made best video im gorkha thank u much video,POSITIVE,0.9972363114356995,joy
@abiseksen13,2022-10-16 07:46:25,0.0,good content keep going,POSITIVE,0.9998738765716553,neutral
@news_update_football,2022-10-17 14:43:56,120.0,father nepal army time remember youth village coming home festival check come day really difficult millitarys family used live inside military camp civil war official sent back home didnt got met father live fear father army,NEGATIVE,0.9884606599807739,fear
@prajapatipandey2599,2022-04-22 13:27:44,4.0,today reading book rukmagat katuwal atmakatha,POSITIVE,0.7775850892066956,joy
@senindramger8764,2022-10-03 16:45:33,272.0,really interesting india dedicated strengthen airforce indigenously aircraft like tejas helicopter prachand,POSITIVE,0.9995625615119934,surprise
@lokeshghale8164,2022-04-22 05:51:02,2.0,dayahang raii sir indescribable stylish star heart fan,POSITIVE,0.9992008805274963,joy
@__roy__here,2022-05-23 22:09:52,1.0,proud father kashmir year,POSITIVE,0.9997853636741638,joy
@Aryan-ef3xm,2022-10-24 01:39:29,0.0,love indian army age,POSITIVE,0.9996814727783203,neutral
@bikashranamagar5815,2022-04-13 14:05:23,1.0,bcoz daya dai,NEGATIVE,0.6149917244911194,neutral
@ramkumarsharma9413,2022-05-27 09:23:02,0.0,wonderful song,POSITIVE,0.999883770942688,surprise
@rajankhatri2928,2022-10-14 13:03:03,1.0,choor ho yo,NEGATIVE,0.9269748330116272,neutral
@lonemover7171,2022-11-06 14:25:14,0.0,every nepalese know piece shit,NEGATIVE,0.9961702227592468,anger
@adventurehunt6080,2022-02-19 01:14:51,0.0,mulbasi ko chora rai king used prachande bahun,NEGATIVE,0.9900726079940796,neutral
@prakashbishwakarma5394,2022-10-31 17:11:23,2.0,best,POSITIVE,0.9997941851615906,neutral
@kailashrai9536,2022-07-20 03:21:34,10.0,stood international court innocent death,NEGATIVE,0.9492834210395813,anger
@pjg4941,2022-08-26 13:53:14,1.0,indian army best,POSITIVE,0.9996713399887085,neutral
@Sujalkunwar1,2022-10-17 12:57:39,0.0,view grew upbrwhen see video mind automatically click,NEGATIVE,0.720449686050415,surprise
@myfavouritebook7097,2022-03-01 08:29:46,0.0,rip,NEGATIVE,0.9903631806373596,neutral
@prajwolboyaju2589,2022-11-05 06:35:43,0.0,great job brother keep good work,POSITIVE,0.9998482465744019,joy
@CoolDhakaYT,2022-10-13 15:49:35,0.0,atleast far better light attack aircraft exist world,NEGATIVE,0.985104501247406,neutral
@biswajeet9826,2021-11-24 22:51:07,0.0,piyush mishra another level,POSITIVE,0.9762114882469177,neutral
@runa3444,2022-10-05 17:46:12,0.0,geet nice concept,POSITIVE,0.9997755885124207,neutral
@limbuhemraj2511,2022-07-01 20:29:40,0.0,bharat sikeko ugarabat garnu asaam nagaland mikri panjab madras tamilladoopadkine chija ghar gharma banauxa idea ho,NEGATIVE,0.982725203037262,joy
@pemanorbu3448,2022-11-10 05:21:13,0.0,esto culprit lai bolayera dark blue chappal ko kura garne yo bhanda badi chakadi k bhannukhub thulo thulo patriotic revolutionary kuro garthyo aru sanga tara esto bakwas senseless question haru sodera proved shyyal bakwas man actually,NEGATIVE,0.9970519542694092,fear
@galaxyone6360,2022-11-06 22:34:24,0.0,song joke century,NEGATIVE,0.9124663472175598,joy
@strangerweirdo9963,2022-10-13 17:06:01,0.0,evil,NEGATIVE,0.9997244477272034,disgust
@samjhanapoudel4630,2022-04-12 13:44:58,2.0,nice song good luck,POSITIVE,0.9998575448989868,joy
@abishekshrestha2678,2022-11-11 04:27:26,0.0,hrefhttpwwwyoutubecomresultssearchqueryboycutgrandparentsboycutgrandparentsa,NEGATIVE,0.9924038052558899,neutral
@kaivalyamhatre696,2022-06-03 19:39:51,2.0,give feel power,POSITIVE,0.999862551689148,neutral
@rollicking9975,2022-05-27 12:32:57,4.0,salute person created video song perfect video better original song video well done youtuber,POSITIVE,0.9934841990470886,joy
@chomanthapa,2022-11-12 00:55:52,0.0,evil plain simple,NEGATIVE,0.9933091402053833,anger
@shamsheer7897,2022-05-23 10:17:42,1.0,jai hind indian army,NEGATIVE,0.9748075604438782,neutral
@nagendrashahi9244,2022-10-09 06:59:32,0.0,sir lying brthis integration power,POSITIVE,0.9933487772941589,sadness
@bhaskarpant2833,2022-10-15 14:38:13,0.0,best luck,POSITIVE,0.9996999502182007,neutral
@ournation_ourayurveda279,2022-10-06 18:56:29,1.0,hat nomenclaturebrpinakabrprachandlike wise,POSITIVE,0.9972037076950073,neutral
@mayflash67,2021-12-12 22:15:22,4.0,thanks posting interestingbrone timecode would great regiment example navy,POSITIVE,0.9470220804214478,neutral
@ishant6565-o7p,2022-10-31 14:03:51,4.0,nice song,POSITIVE,0.9998550415039062,joy
@dbchhetry4090,2022-11-09 18:28:53,2.0,prachand ab socheko vanda different lagyo yo program herera,NEGATIVE,0.9629700183868408,neutral
@sriramsankar8958,2022-08-13 14:32:54,1.0,main difference u country way honor jawan land water sky someday space yeh dekhne ke baad toh dil ek hi cheez chillane ka mann kar rha brbrbharat mata ki jai,POSITIVE,0.9843919277191162,neutral
@shitalluitel1812,2022-11-15 02:20:26,0.0,thought one best field seeing old politician seeing podcast taking side one political party forced consider decision,POSITIVE,0.8870061635971069,surprise
@Pageant_memes,2022-11-08 12:30:44,6.0,god cant tolerate face anymore,NEGATIVE,0.9897410869598389,sadness
@Upskillingclub,2022-09-30 05:51:46,0.0,usa million cow chatbrindia th largest beef exporterbrgai khayera vedic sanskaar ho,NEGATIVE,0.9850833415985107,joy
@yogenkarki1699,2022-11-11 21:19:14,10.0,great leader brought change countrybri great respect himbri want see leading government full term year againbrhe always take decision benefit people long term,POSITIVE,0.9965914487838745,joy
@erranbahadurbk,2022-11-09 16:00:43,3.0,prachanda great leader,POSITIVE,0.9995425939559937,neutral
@madanshrestha4764,2022-11-21 12:40:42,1.0,nice song,POSITIVE,0.9998550415039062,joy
@krishnaprasadmaharjan6,2022-04-12 11:52:11,0.0,nice song prachndra siramp hari sir,POSITIVE,0.9996798038482666,joy
@purushottamrai8786,2022-07-21 17:32:22,0.0,ta jhatte sabvanda chor,NEGATIVE,0.9232389330863953,neutral
@kumarsamso5761,2022-02-18 15:43:23,0.0,subscribe ghatla hai bishow g,NEGATIVE,0.9629318714141846,anger
@Ajeetya1,2022-05-28 11:00:47,12.0,religion never countrybrbrproud father served indian army year,NEGATIVE,0.9691922664642334,joy
@dhanishakunwar2082,2022-05-28 12:28:34,1.0,proud hindustani,POSITIVE,0.9998712539672852,joy
@anishgiri8764,2022-10-15 03:15:27,0.0,deserve subscription bell,NEGATIVE,0.9505166411399841,neutral
@manishchalise6725,2022-11-12 07:05:26,1.0,great leader,POSITIVE,0.9998602867126465,joy
@zmandirashrestha5789,2022-04-12 13:28:01,0.0,wow congratulation sir keep going sir,POSITIVE,0.9996975660324097,surprise
@Ravi-bf6fg,2022-11-09 17:42:43,7.0,without prachanda nothing happen nepalese politics,NEGATIVE,0.9643352031707764,neutral
@himanirajput6361,2022-10-25 10:11:18,1.0,soon joining indian army,POSITIVE,0.9952762126922607,neutral
@sonaliranamagar2378,2022-10-16 02:00:54,135.0,one man hate core prachanda brbeing daughter nepal army cant even begin think destroyed many usbrmy mother always outside school sister use study army school always fear told say father armybreven still child trauma still haunt,NEGATIVE,0.9900698065757751,fear
@MrMaharmah,2022-11-15 16:38:37,72.0,episode going epic part history many researcher also find episode great,POSITIVE,0.9996089339256287,neutral
@vankarjayesh4231,2022-06-25 02:53:59,0.0,jai hind proud country,POSITIVE,0.999502420425415,joy
@Bhuwanrai852,2022-11-10 17:07:49,0.0,hi sanjay next time u r going invite national leader pod cast plz ask subscriber say coz listen lot question mind guess flying bird wont coming back,NEGATIVE,0.9859501719474792,neutral
@Raj-xo9ws,2022-10-05 09:13:18,10.0,congrats hal indian defence force bangalorean ive seen flying many time bang sky ive always believed helicopter going advantage defence force,POSITIVE,0.9890955090522766,joy
@moneyheist6086,2022-04-27 11:51:20,17.0,moist people nepali army mixed influence nepal army become dictator think nepal chief katuwal right thing,NEGATIVE,0.9828876256942749,neutral
@jdentertainment4866,2022-04-14 03:24:03,2.0,wow vedio song love song one favorite hero daya sir lot love,POSITIVE,0.9994564652442932,surprise
@mangaha3193,2022-11-05 00:51:02,0.0,vote,POSITIVE,0.9974036812782288,neutral
@RITWS,2022-08-10 01:33:56,0.0,hrefhttpswwwyoutubecomwatchvjokzglhttpsyoutubejokzgla go watch new video diksha dhiman valuable team member taken away u due cancer might u physically sense till end life here little tribute family,NEGATIVE,0.983604371547699,surprise
@skdjgamerz3214,2022-10-18 14:42:15,0.0,twin chor,NEGATIVE,0.7324838638305664,neutral
@jsvprasad,2022-10-03 16:41:20,97.0,shame people cant bear see bharat becoming atmanirbhar,NEGATIVE,0.9960469603538513,sadness
@hankrai8156,2022-10-16 14:15:41,0.0,karma bitch,NEGATIVE,0.998637855052948,anger
@akhileshmachiraju1521,2022-05-16 06:32:09,0.0,version available saavan,POSITIVE,0.9708620309829712,neutral
@nandarajrai1665,2022-02-20 21:21:36,2.0,well done rajesh extremely splendid presentation brcongratulations,POSITIVE,0.9997475743293762,joy
@vishalmagar5889,2022-10-19 06:30:00,0.0,dont expect person similiar prachanda muchbr long runbrthat much hurt youbrso muchbrthis upcoming election time settle,NEGATIVE,0.9975836277008057,sadness
@SANDIP0523,2022-11-07 16:41:44,3.0,great leader prachanda,POSITIVE,0.9996917247772217,neutral
@biyazejaan9959,2022-06-15 09:02:42,1.0,music poetry brlove pakistan,NEGATIVE,0.9291648268699646,neutral
@bishnuadhikari350,2022-11-02 13:05:36,1.0,best luck prachanda baa,POSITIVE,0.9987930059432983,joy
@NabinGr,2022-11-03 04:48:49,0.0,lado prachanda development,POSITIVE,0.6891403794288635,neutral
@invincibleboss5610,2022-04-26 17:52:26,0.0,legend watch video year,POSITIVE,0.9995036125183105,neutral
@buttar105,2022-06-19 20:02:29,0.0,love capree boy wearing cloth gaiter,POSITIVE,0.5377791523933411,neutral
@shaktigiri9985,2022-10-13 15:49:10,0.0,till guy alive quotpquot doesnt mean politics p mean quotprachandaquot,NEGATIVE,0.9928475618362427,joy
@amingurung9130,2022-10-13 15:43:26,0.0,fraud raw agent,NEGATIVE,0.9982606768608093,anger
@prashantadhikari5801,2022-10-14 04:29:19,0.0,god nepal,POSITIVE,0.9849796891212463,surprise
@indian5416,2022-07-18 11:12:18,1.0,first nation jai hind,NEGATIVE,0.9969809651374817,neutral
@IndicThoughts8,2021-12-06 15:07:09,1.0,loved,POSITIVE,0.999881386756897,joy
@Dpak1980,2022-10-13 07:36:08,0.0,prefer see helicopter anchor visuals cheesy stupid editing,NEGATIVE,0.9997619986534119,joy
@dilkumarrai,2022-04-15 10:14:19,2.0,good song,POSITIVE,0.9998575448989868,joy
@samit9469,2022-05-04 15:10:51,0.0,love song,POSITIVE,0.9998223185539246,joy
@rajathakuri4236,2022-10-26 00:38:27,0.0,kami xain chor haru,NEGATIVE,0.6565309166908264,neutral
@mayanksingh28157,2022-04-25 02:28:50,0.0,im para sf abhi takk jitne bhi mission kiye ye song jrur sunta tha mission mission,NEGATIVE,0.9636834263801575,joy
@theadityachoubey,2021-12-09 01:52:23,4.0,giving millionth view feeling blessed enough,POSITIVE,0.9998422861099243,joy
@ghugetv735,2022-03-30 13:16:11,0.0,respect rajput rejiment,POSITIVE,0.9987924098968506,anger
@DarkGaming-vz8fb,2022-07-04 06:34:19,0.0,love army,POSITIVE,0.9996784925460815,neutral
@aby._.s,2022-10-14 09:33:26,0.0,never good fact hrefhttpwwwyoutubecomresultssearchquerygoogooa mean hrefhttpwwwyoutubecomresultssearchquerytattitattia also hrefhttpwwwyoutubecomresultssearchquerygoogooa used old map nepal without kalapani lipulek limpiyadhura,NEGATIVE,0.9987183809280396,sadness
@bijaypuri7873,2022-10-13 15:06:00,0.0,think baised,POSITIVE,0.8483034372329712,neutral
@shyamlama2251,2022-09-25 15:18:51,0.0,tara baral right,POSITIVE,0.999417781829834,neutral
@minnatparween630,2022-07-14 08:07:49,0.0,song perfectly based soldier thinking brlove video brjai hind,POSITIVE,0.9700376391410828,joy
@Viralboris,2022-01-23 18:47:19,0.0,legendary indian army,POSITIVE,0.99759441614151,neutral
@savinirs998,2022-10-03 17:45:03,0.0,background music look like kgf music,NEGATIVE,0.9816176295280457,neutral
@TensoFluxOfficial,2022-10-14 13:59:27,9.0,true journalistbryou nailed brother,POSITIVE,0.9797264337539673,neutral
@naomiehada2721,2022-11-04 08:47:56,0.0,killer mom badarmude bus bomb around people killed himplease put topic another video,NEGATIVE,0.9986944794654846,anger
@TheKing-hd8kp,2022-11-09 07:53:31,18.0,leading party singlehandedly fighting strongest dictatorship bring biggest political change hrefhttpjokeonejokeonea versatile dynamic leader worldthough im interested politics,POSITIVE,0.9381029009819031,joy
@aravtomar4583,2022-07-17 09:18:48,4.0,feel proud father served army yearsjai hind,POSITIVE,0.9973516464233398,joy
@tuyilachha884,2022-11-07 17:21:04,0.0,person good manipulating sojho people hate person anyone else nepali politics,NEGATIVE,0.9154714941978455,anger
@faysalabrar5715,2022-10-05 06:14:29,0.0,indian made stuff look ugly disgustingly slam type whybri admire stuff bt looksbreverytimebrnow ugly name prachand,NEGATIVE,0.9991056323051453,disgust
@dhsuresh123,2022-04-12 11:25:22,14.0,huge round applause prachanda brother entire team soulful lyric composition vocal,POSITIVE,0.9998248219490051,joy
@navarajaryal3869,2022-04-15 01:22:28,2.0,nice listen voice prachanda keep hope song future,POSITIVE,0.9998075366020203,neutral
@Laxmi13_145,2022-10-13 14:51:04,0.0,need million viewsbrshould reach every single nepalese,NEGATIVE,0.7661072015762329,neutral
@dillipun2508,2022-11-12 23:20:20,5.0,great leader nepal need know everyone election,POSITIVE,0.9895468354225159,neutral
@sparshgaur9702,2022-10-03 18:11:42,2.0,india information technologybrit pak international terrorist brisiliye education important ka sahi matlab samjhne ke liyeaur padho mulla maulaviyo se vo alif laila ki kaleen udayege kuch din muslim ko pakistan technology bhai sahab technology vo bhi pakistan ki,NEGATIVE,0.9790654182434082,fear
@sangitspkt4069,2022-02-19 07:37:39,0.0,good leadership,POSITIVE,0.9998562335968018,neutral
@surendrateach1435,2022-10-13 14:10:28,0.0,power contentvof dude brdeserve k sub,NEGATIVE,0.9028640985488892,neutral
@sagesmoon8422,2022-10-14 14:06:28,0.0,one fought party killed leader telling normal people people country child freedom right many innocent people idea joined revolution change good lost thousand life people party outside party well thinking future better leader corrupted people fought lost family member war betterment nowhere go nothing leader dont care anymore used many people became disabled people keep telling maoist bad killed whatever democracy came nothing changed forget innocent people wanted nothing good country love said good bad side well,NEGATIVE,0.9116629362106323,sadness
@rakhisrini,2022-08-01 11:52:22,3.0,hindu philosopher mother would become vp usa done revolution revolution history daughter would also small revolution,POSITIVE,0.8690904378890991,neutral
@jkstyle1225,2022-06-10 15:32:34,0.0,jai hind,NEGATIVE,0.9923198819160461,neutral
@joygorai5131,2022-05-01 16:14:27,11.0,sensational lyric,POSITIVE,0.9998762607574463,neutral
@sajannepali987,2022-11-09 06:00:23,2.0,great leader mr prachanda,POSITIVE,0.9995527863502502,joy
@chamling.chsmlingrai6839,2022-04-17 06:15:16,1.0,dance bina ni music video best hunx vanne kura aba aru le ni bujhnu jaruri x far better dancing music video,POSITIVE,0.7059928774833679,joy
@apurwa3344,2022-04-19 13:35:22,2.0,dont copy vibe please,NEGATIVE,0.8877246379852295,neutral
@JD-gr9uk,2022-11-02 18:08:13,0.0,accepted approved mcc question,POSITIVE,0.9857028126716614,neutral
@rahjdjsj5248,2022-11-02 15:31:13,1.0,nice song,POSITIVE,0.9998550415039062,joy
@rambiswakarma202,2022-04-13 05:31:55,3.0,nice song,POSITIVE,0.9998550415039062,joy
@AmitSaini-dg9lh,2021-11-07 17:30:10,0.0,monika pa ia want meet,POSITIVE,0.9705712795257568,neutral
@nareshmgr7487,2022-11-03 03:41:57,4.0,heart touching song,POSITIVE,0.9998774528503418,joy
@technepali1m452,2022-10-15 18:20:54,0.0,caption mistake evil murderer,NEGATIVE,0.9964407086372375,anger
@lotusman992,2022-11-01 02:20:23,0.0,rip murder core nepali child familyraw agent india againjai nepal,NEGATIVE,0.9718592762947083,anger
@rabindrarayamajhi4303,2022-07-18 22:36:16,0.0,youre much khalnayak upper chunist,NEGATIVE,0.953533947467804,neutral
@galaxyone6360,2022-11-10 00:14:09,0.0,silwal like lizard ask question even toddler answer silwal ball would asked prachanda kill k innocent people,NEGATIVE,0.994515597820282,anger
@Himalayan_Admin,2022-04-21 06:32:18,3.0,kind song really uplift music industry next level brcongratulations youbrmasterpiece,POSITIVE,0.9990418553352356,joy
@fazalrehan786,2022-07-12 06:58:02,0.0,everyday started preparation nda hearing song,POSITIVE,0.9740867614746094,fear
@Binodbbh,2022-10-13 17:26:59,21.0,man keep spirit let sweep burden country together,POSITIVE,0.9894728064537048,sadness
@nppandey4141,2022-04-19 03:36:48,0.0,proud indian army,POSITIVE,0.9998332262039185,joy
@lilapuwar4813,2022-06-07 21:47:03,1.0,nice organic hero day hang rai,POSITIVE,0.9994896650314331,joy
@gupteswarpadhan1911,2022-07-21 15:34:33,0.0,love indian army,POSITIVE,0.9997642636299133,neutral
@bechan_cri748,2022-08-11 08:11:26,0.0,saba bhai lion,POSITIVE,0.9519078731536865,neutral
@perennialmind,2022-11-19 03:15:35,0.0,say anything politics,NEGATIVE,0.8028253316879272,neutral
@vipinkumarsingh9288,2022-10-05 06:31:25,1.0,really appreciate govt drdo hal time india need increase production weapon upcoming year weapon purchased russia country worthy use time two front war,POSITIVE,0.9916287660598755,joy
@AD-lt2nz,2022-11-09 05:12:17,0.0,think list guest ended walking towards politics everyone concept idea done whats purpose time mere concept work progress moreover age retire supervise rather trying election let new one hold country development steering,NEGATIVE,0.9944347739219666,neutral
@crazybeats2119,2022-07-10 16:07:30,1.0,proud indian,POSITIVE,0.9998643398284912,joy
@nantudas-zb6qr,2022-05-07 03:36:55,0.0,hrefhttpniceimaparadejaihindjaibharatoldispuragoldniceimaparadejaihindjaibharatoldispuragolda,NEGATIVE,0.9893242716789246,neutral
@45851AgamSingh,2022-09-13 15:42:05,0.0,proud indian army jai hind,POSITIVE,0.9995007514953613,joy
@chandrakhamcha5095,2022-07-08 21:01:24,0.0,ta muji sala chorle vaner hunx kp oli political leader nepal,NEGATIVE,0.9766329526901245,neutral
@shivapatelpatel3302,2022-09-13 15:14:45,0.0,dream nda video motivated thankyou,POSITIVE,0.9995121955871582,surprise
@MM3DGAMER10,2022-08-12 05:11:30,0.0,indian army fan,POSITIVE,0.9961752891540527,neutral
@sehack,2022-10-14 12:57:20,0.0,make video like must neutral talk good bad part staying neutral video highly biased grow,NEGATIVE,0.998794436454773,anger
@santoshthange,2022-08-18 17:09:30,0.0,hrefhttpswwwyoutubecomwatchvgyvcmasrohttpsyoutubegyvcmasroabraarambh hain prachand new song,NEGATIVE,0.9865691661834717,neutral
@thanjusatjayababu2935,2022-10-04 06:45:44,1.0,spec helicopter disappointing cannot compared top attack helicopter world,NEGATIVE,0.9975990653038025,surprise
@rijansunam9475,2022-10-14 03:01:42,11.0,sandhikharka brwhen class math teacher teaching u people came n called teacher n shot head point blank show n cant think could lead country alot blood hand bri hope blood n tear make pay,NEGATIVE,0.9951466917991638,sadness
@amanagrawal3963,2022-05-29 02:31:53,1.0,song life,POSITIVE,0.9976456761360168,sadness
@shuvamyadav9360,2022-10-14 15:12:09,0.0,plz made vedio upendra yadav issue madhedsi need,NEGATIVE,0.9647563099861145,neutral
@praveenthapa9359,2022-04-21 10:18:06,2.0,superb melody voice singer n formed casting good,POSITIVE,0.999853253364563,joy
@awaisraza6924,2022-06-27 09:56:41,0.0,mashaallah strongest man power army world,POSITIVE,0.9993993043899536,surprise
@ujolmaharjan2010,2022-10-17 16:23:15,0.0,great content brother,POSITIVE,0.999864935874939,joy
@rocketmanfossel1174,2021-11-23 06:49:38,7.0,army decorated culture motherland decorated blood enemy,POSITIVE,0.6247555613517761,neutral
@vivekananda5,2022-07-03 20:24:39,0.0,aaj mein army waleka phone repair kiyatha usko delivery bhi diya pm usne bola ki mein sim card leke aatha hoon kar ke gate ke andhar chala gaya dusre army officer woh mere sister ko ghoor raha tha front fully drunk go place avoid come place amp see sister infront security personel security person dare scold time phone guy came making payment making rubish argument night good make video wothout knowing anything surviving making money thats dont know thing worst fellow bastard sab free mein chahiye criminal,NEGATIVE,0.9991163611412048,anger
@biswashthakuri8532,2022-10-15 11:06:02,0.0,surely evil,NEGATIVE,0.9994538426399231,anger
@bikramthapamagar3035,2022-11-04 12:38:47,0.0,woww hit song hunxa yo,POSITIVE,0.9923581480979919,surprise
@shishiraryal5559,2022-11-13 09:28:46,1.0,think prachanda deserves credit bringing dalit impoverished madhesi minority marginalized community political mainstreambrimagine decade back dalit le chhoyeko paani chaldainathyo raaja le jaslai tika lagaidiyo tei power ra position hunthyo ekal jatiya ekal bhaasik raajya jasto thiyo aaja tinai pachi pareka community ko manche lai nai samsad mantri vayera tinaile namaskar garnupareko chha isnt revolution itselfbrbikas ko laagi ta kei garena hola tara prachanda le kranti garekai ho deserves credit thatbri think bit much harsh prachanda problem prachanda ended political career goal sanghiya loktantric ganatnatra accomplished kept pushing became part quotsaamantiquot system fought whole life,NEGATIVE,0.9879921078681946,surprise
@amanthebe6268,2022-11-09 14:31:23,0.0,chatur,POSITIVE,0.9958053827285767,neutral
@ThapaKaaG,2022-08-15 14:22:03,22.0,first watched nokia phone year still vibing legend,POSITIVE,0.927736759185791,surprise
@jharendrakumar9221,2022-11-09 11:29:35,1.0,respect leader,POSITIVE,0.9996421337127686,neutral
@diliplugun4264,2022-02-18 21:05:05,0.0,rajesh payal rai great,POSITIVE,0.9995718598365784,joy
@anilraiofficial9745,2022-04-16 02:23:03,4.0,congratulation best wish big success entire team,POSITIVE,0.9982617497444153,neutral
@Madhavshrestha,2022-10-24 02:52:00,0.0,type video fully support plz aru candidate ko pani video pani,POSITIVE,0.9660776853561401,neutral
@krishnaresmi6048,2022-11-10 00:34:31,1.0,great leader,POSITIVE,0.9998602867126465,joy
@royalnetworkofficial6011,2022-04-13 14:24:51,0.0,father indian air force,POSITIVE,0.9973552227020264,neutral
@crudreysillwall5238,2022-10-14 20:42:11,0.0,st think killed civil war brthen elder fool including bullshit politician partiesbrtheres objection blame fuckin animal crueltybr let talk lost many nepalese mother lost sonshow many wife lost husbandsbri dont think countablebrthis fucker country including dickhead party,NEGATIVE,0.9980677962303162,anger
@abhiadiwal5965,2022-04-01 01:36:16,0.0,iam proud father,POSITIVE,0.9998379945755005,joy
@kamaldanagi7461,2022-11-04 17:38:26,0.0,best,POSITIVE,0.9997941851615906,neutral
@randomguy1374,2022-11-18 01:36:55,0.0,good content,POSITIVE,0.9998576641082764,joy
@rakeshkumarjha1671,2022-06-17 16:57:49,0.0,indian army group million monster monster sher jo dushmano ke liye akela hi kafi hai jai hind,NEGATIVE,0.9871407747268677,anger
@suneelacharya7114,2022-11-03 04:51:34,0.0,waiyat parchanda ko time expired vayo aba,NEGATIVE,0.9895330667495728,sadness
@dranuragsharma5998,2022-07-28 14:49:07,0.0,want became soldier first l salute,POSITIVE,0.9865543842315674,neutral
@gokarnamaha6422,2022-04-18 00:44:23,2.0,dayahang laxmi perfect couple music video,POSITIVE,0.9995998740196228,joy
@sajalBhattacharjee36,2022-07-20 02:55:48,0.0,pride armyjindabad,POSITIVE,0.9986937642097473,neutral
@andylau3252,2022-04-15 14:42:12,2.0,beautiful song,POSITIVE,0.9998849630355835,joy
@samirchakraborty7820,2022-07-17 09:01:27,0.0,jay hind,NEGATIVE,0.9987332224845886,neutral
@pokhrelmd7927,2022-10-20 04:31:51,0.0,clear prachanda president party also main drivingperson nepal politics,POSITIVE,0.9882271885871887,neutral
@lalthapa4654,2022-10-20 15:16:05,0.0,chor haru,NEGATIVE,0.7120493650436401,neutral
@prajwol0010,2022-11-08 13:40:32,23.0,sanjay bro really respect love show please dont degrade show calling kind duma,POSITIVE,0.8821958303451538,neutral
@s0l0traveler40,2022-08-18 08:53:17,0.0,world best job defence,POSITIVE,0.9995906949043274,neutral
@pramodpawar1560,2022-06-20 06:56:29,4.0,battalion soldier training get together amp stay together ready die country time make india different rest world,POSITIVE,0.970574140548706,neutral
@sudeepacharya692,2022-11-12 13:33:39,1.0,according prachanda single person maoist party today work hard gain prachandas post ajha bejjat kati hunxau jhole haru,NEGATIVE,0.9905776977539062,neutral
@Rosan.Bhandari,2022-02-23 11:43:55,0.0,rip jayanand lama sirbrfactbrhe never disappoints u contentbr vlog,POSITIVE,0.99797123670578,neutral
@harrymitrakoti7238,2022-11-09 04:08:27,1.0,sanjeev browe need bishow prakash dulals ahuti interview,NEGATIVE,0.9036796689033508,neutral
@284Stathis,2021-12-11 16:09:43,71.0,respect greece,POSITIVE,0.9995743632316589,neutral
@kasulark,2022-04-12 11:58:00,1.0,nice song congratulation,POSITIVE,0.9998518228530884,joy
@Rajib_Mandal,2022-10-14 15:54:40,0.0,feel emotion watch song pir,POSITIVE,0.9983643889427185,anger
@puskarphuyal9564,2022-11-09 11:26:51,2.0,gread leadership dahal sir,POSITIVE,0.9520746469497681,neutral
@The_ragingJewZionist,2022-10-04 04:43:48,0.0,add warthunder please,POSITIVE,0.9865540862083435,neutral
@rickjonthakuri2819,2022-11-09 05:08:22,0.0,prachanda fatherfounder new nepal federal republic nepal,POSITIVE,0.7583226561546326,neutral
@mikeriyahi1386,2022-10-03 16:39:04,2.0,u guy mater wat u u real fighter real combat saheb,NEGATIVE,0.972263753414154,neutral
